date,year,month,day,label,vintage,style,country,price,quantity,rate
2021-11-21,2021,11,21,Wine Q,2010,Sparkling,Portugal,143.07,3,79
2021-05-28,2021,5,28,Wine G,2006,Red,Portugal,124.04,5,87
2021-07-05,2021,7,5,Wine H,2010,Red,Portugal,247.46,7,98
2021-12-23,2021,12,23,Wine Q,2014,Sparkling,Portugal,245.63,4,97
2021-01-23,2021,1,23,Wine A,1998,Red,Italy,123.44,12,99
2021-06-26,2021,6,26,Wine U,1991,Rose,Spain,50.06,10,77
2021-03-29,2021,3,29,Wine Y,2021,Orange,Argentina,268.26,15,98
2021-06-01,2021,6,1,Wine N,1989,White,Brazil,158.06,5,98
2021-08-08,2021,8,8,Wine I,2011,Red,Portugal,381.79,2,95
2021-04-05,2021,4,5,Wine D,2009,Red,Argentina,161.33,3,97
2021-09-20,2021,9,20,Wine Q,2008,Sparkling,USA,347.06,7,96
2021-01-15,2021,1,15,Wine P,1987,Sparkling,Germany,187.25,7,97
2021-01-09,2021,1,9,Wine L,1993,White,France,97.24,11,85
2021-04-26,2021,4,26,Wine T,2002,Rose,USA,446.18,9,94
2021-09-29,2021,9,29,Wine V,2010,Sweet,France,201.86,9,79
2021-06-03,2021,6,3,Wine X,1992,Sweet,Chile,116.42,7,88
2021-03-25,2021,3,25,Wine C,1984,Red,Brazil,129.05,3,92
2021-01-17,2021,1,17,Wine F,1983,Red,Italy,89.53,10,75
2021-03-13,2021,3,13,Wine H,1991,Red,USA,214.58,8,82
2021-09-27,2021,9,27,Wine O,1994,White,Portugal,777.88,11,92
2021-09-12,2021,9,12,Wine X,1995,Sweet,Spain,96.46,13,95
2021-10-08,2021,10,8,Wine M,1990,White,USA,122.43,11,80
2021-10-02,2021,10,2,Wine N,2009,White,Spain,313.66,12,95
2021-10-30,2021,10,30,Wine J,2014,Red,USA,489.29,1,77
2021-08-02,2021,8,2,Wine W,1984,Sweet,Portugal,169.22,1,90
2021-08-03,2021,8,3,Wine V,1987,Sweet,Chile,115.52,5,100
2021-11-25,2021,11,25,Wine U,1989,Rose,Spain,87.43,11,87
2021-02-22,2021,2,22,Wine K,2018,White,France,207.16,15,91
2021-01-27,2021,1,27,Wine X,2012,Sweet,France,254.95,8,91
2021-10-08,2021,10,8,Wine Z,2016,Orange,Chile,217.09,12,93
2021-04-19,2021,4,19,Wine O,2014,White,Uruguay,192.34,12,84
2021-06-10,2021,6,10,Wine Y,1982,Orange,Portugal,176.06,5,80
2021-03-31,2021,3,31,Wine Y,1992,Orange,USA,274.28,1,84
2021-03-29,2021,3,29,Wine Z,2002,Orange,Germany,668.24,10,82
2021-06-09,2021,6,9,Wine X,2018,Sweet,Germany,227.58,5,100
2021-07-15,2021,7,15,Wine S,1993,Rose,Uruguay,133.98,3,76
2021-11-17,2021,11,17,Wine N,2019,White,USA,98.04,11,75
2021-04-03,2021,4,3,Wine Z,1999,Orange,Germany,73.01,11,78
2021-07-23,2021,7,23,Wine K,1990,White,Germany,147.94,5,78
2021-05-18,2021,5,18,Wine J,1990,Red,Germany,127.21,1,92
2021-03-04,2021,3,4,Wine Z,1995,Orange,France,176.31,10,76
2021-08-12,2021,8,12,Wine V,2002,Sweet,Spain,79.48,2,98
2021-01-16,2021,1,16,Wine Q,1992,Sparkling,Argentina,61.82,13,79
2021-03-20,2021,3,20,Wine Y,2000,Orange,Italy,301.8,10,99
2021-05-26,2021,5,26,Wine S,2012,Rose,Brazil,448.27,4,88
2021-01-29,2021,1,29,Wine Z,1987,Orange,France,102.49,9,94
2021-02-09,2021,2,9,Wine C,1992,Red,Spain,249.54,15,96
2021-12-11,2021,12,11,Wine O,1987,White,Portugal,88.23,15,89
2021-06-06,2021,6,6,Wine O,2004,White,Uruguay,62.68,13,90
2021-09-24,2021,9,24,Wine S,2014,Rose,Uruguay,124.64,7,84
2021-08-10,2021,8,10,Wine Z,1996,Orange,Uruguay,101.01,4,96
2021-01-06,2021,1,6,Wine T,1994,Rose,USA,327.45,5,97
2021-11-03,2021,11,3,Wine W,1992,Sweet,Uruguay,95.06,1,95
2021-01-04,2021,1,4,Wine S,2004,Rose,Brazil,335.48,9,82
2021-02-10,2021,2,10,Wine S,1994,Rose,France,59.17,10,77
2021-02-26,2021,2,26,Wine U,1993,Rose,Spain,159.43,10,90
2021-04-11,2021,4,11,Wine S,2009,Rose,Italy,67.04,14,98
2021-11-09,2021,11,9,Wine E,1988,Red,Germany,192.32,15,76
2021-02-19,2021,2,19,Wine W,2006,Sweet,France,225.52,14,95
2021-11-13,2021,11,13,Wine O,2012,White,USA,60.69,7,92
2021-01-19,2021,1,19,Wine V,1983,Sweet,Argentina,309.06,15,76
2021-07-06,2021,7,6,Wine O,1986,White,Germany,290.17,14,99
2021-02-04,2021,2,4,Wine P,1988,Sparkling,Germany,306.73,7,75
2021-05-29,2021,5,29,Wine P,2001,Sparkling,Italy,79.44,15,94
2021-09-27,2021,9,27,Wine X,1982,Sweet,Uruguay,134.73,11,82
2021-08-04,2021,8,4,Wine L,2002,White,Argentina,353.32,10,90
2021-10-24,2021,10,24,Wine M,2014,White,Argentina,275.09,3,92
2021-08-16,2021,8,16,Wine Y,1985,Orange,Uruguay,79.13,5,83
2021-08-20,2021,8,20,Wine O,1991,White,Uruguay,371.67,2,82
2021-06-28,2021,6,28,Wine A,1989,Red,Spain,102.05,15,78
2021-09-14,2021,9,14,Wine Z,2010,Orange,Argentina,146.55,12,100
2021-09-17,2021,9,17,Wine Z,2009,Orange,Spain,635.91,1,98
2021-03-27,2021,3,27,Wine M,2005,White,Chile,206.86,4,84
2021-05-08,2021,5,8,Wine O,1995,White,Uruguay,104.34,3,79
2021-02-03,2021,2,3,Wine R,2004,Sparkling,France,147.49,5,88
2021-08-08,2021,8,8,Wine X,1995,Sweet,Portugal,157.65,12,86
2021-01-28,2021,1,28,Wine V,1992,Sweet,France,194.28,9,77
2021-04-10,2021,4,10,Wine U,1996,Rose,Brazil,150.96,13,90
2021-01-10,2021,1,10,Wine R,1998,Sparkling,Uruguay,113.3,5,75
2021-10-19,2021,10,19,Wine P,2013,Sparkling,Uruguay,432.86,9,82
2021-03-27,2021,3,27,Wine Z,2008,Orange,France,62.68,11,83
2021-06-30,2021,6,30,Wine Q,1985,Sparkling,Argentina,78.37,5,88
2021-04-05,2021,4,5,Wine B,1996,Red,France,451.35,3,90
2021-08-14,2021,8,14,Wine W,2010,Sweet,Portugal,205.33,8,87
2021-11-12,2021,11,12,Wine T,2016,Rose,Germany,94.83,10,78
2021-06-08,2021,6,8,Wine P,2002,Sparkling,Argentina,223.74,10,97
2021-06-24,2021,6,24,Wine K,1982,White,Germany,112.44,6,86
2021-10-22,2021,10,22,Wine F,2019,Red,Portugal,335.35,4,97
2021-09-01,2021,9,1,Wine C,2014,Red,Germany,207.48,6,81
2021-07-29,2021,7,29,Wine R,1992,Sparkling,Chile,463.38,14,79
2021-01-30,2021,1,30,Wine Z,2016,Orange,Uruguay,80.07,13,90
2021-08-01,2021,8,1,Wine M,2005,White,Brazil,363.53,8,94
2021-09-24,2021,9,24,Wine X,2015,Sweet,Brazil,300.91,7,87
2021-07-11,2021,7,11,Wine O,1992,White,Uruguay,357.63,13,94
2021-10-07,2021,10,7,Wine O,2013,White,Uruguay,87.07,9,75
2021-01-01,2021,1,1,Wine Z,1998,Orange,Brazil,303.43,13,85
2021-09-27,2021,9,27,Wine Z,2005,Orange,USA,105.81,13,97
2021-01-23,2021,1,23,Wine O,2015,White,Portugal,169.59,7,79
2021-08-01,2021,8,1,Wine H,2004,Red,Uruguay,513.24,9,95
2021-06-26,2021,6,26,Wine M,2015,White,Spain,108.11,5,87
2021-06-14,2021,6,14,Wine S,1997,Rose,Italy,119.28,5,86
2021-02-24,2021,2,24,Wine Y,1995,Orange,Uruguay,250.41,2,99
2021-08-22,2021,8,22,Wine B,1991,Red,Chile,138.62,11,82
2021-06-10,2021,6,10,Wine A,2012,Red,Italy,52.73,11,88
2021-06-17,2021,6,17,Wine N,1996,White,Argentina,283.22,13,90
2021-02-03,2021,2,3,Wine U,2009,Rose,Spain,603.37,1,84
2021-10-31,2021,10,31,Wine R,1986,Sparkling,Uruguay,307.75,12,99
2021-10-09,2021,10,9,Wine U,1985,Rose,Chile,134.17,9,90
2021-06-16,2021,6,16,Wine P,1991,Sparkling,USA,63.03,11,79
2021-01-23,2021,1,23,Wine I,2016,Red,Portugal,74.77,8,92
2021-05-20,2021,5,20,Wine U,2004,Rose,Spain,161.49,2,85
2021-12-19,2021,12,19,Wine D,2002,Red,Portugal,221.85,2,87
2021-07-06,2021,7,6,Wine G,1993,Red,Chile,242.7,7,75
2021-07-17,2021,7,17,Wine G,2010,Red,Uruguay,92.07,1,97
2021-12-10,2021,12,10,Wine T,2008,Rose,Uruguay,50.66,9,85
2021-05-03,2021,5,3,Wine W,1987,Sweet,Brazil,204.51,5,86
2021-02-12,2021,2,12,Wine Q,1995,Sparkling,Spain,152.25,13,80
2021-09-10,2021,9,10,Wine A,1995,Red,USA,253.8,6,83
2021-11-10,2021,11,10,Wine Z,2008,Orange,Italy,189.23,7,84
2021-06-17,2021,6,17,Wine P,1991,Sparkling,Argentina,385.33,1,87
2021-12-26,2021,12,26,Wine K,2005,White,Portugal,74.22,13,98
2021-11-13,2021,11,13,Wine I,2020,Red,USA,102.84,14,95
2021-03-15,2021,3,15,Wine O,2001,White,Argentina,256.23,14,80
2021-06-18,2021,6,18,Wine Z,2011,Orange,Spain,147.99,10,100
2021-04-23,2021,4,23,Wine X,2019,Sweet,Germany,140.9,4,90
2021-12-02,2021,12,2,Wine N,1991,White,USA,123.83,12,83
2021-02-15,2021,2,15,Wine E,2002,Red,Spain,289.17,15,93
2021-01-01,2021,1,1,Wine J,1995,Red,Portugal,173.28,10,94
2021-07-13,2021,7,13,Wine Y,2007,Orange,Uruguay,109.69,11,75
2021-04-25,2021,4,25,Wine Y,1992,Orange,Uruguay,61.86,10,96
2021-02-07,2021,2,7,Wine O,1996,White,Germany,188.8,7,75
2021-12-12,2021,12,12,Wine L,1990,White,Uruguay,180.03,14,78
2021-10-06,2021,10,6,Wine V,2003,Sweet,France,231.54,7,92
2021-09-11,2021,9,11,Wine Q,2008,Sparkling,Italy,188.44,6,87
2021-05-06,2021,5,6,Wine V,2014,Sweet,Portugal,179.48,8,85
2021-01-08,2021,1,8,Wine J,1987,Red,Portugal,56.55,10,99
2021-02-17,2021,2,17,Wine R,1992,Sparkling,Portugal,85.41,8,100
2021-05-24,2021,5,24,Wine V,2007,Sweet,France,303.55,8,100
2021-11-18,2021,11,18,Wine Z,2006,Orange,Spain,71.12,9,87
2021-05-02,2021,5,2,Wine Q,1990,Sparkling,Uruguay,191.79,14,100
2021-02-02,2021,2,2,Wine X,2018,Sweet,Portugal,168.49,12,86
2021-06-08,2021,6,8,Wine R,2001,Sparkling,USA,113.73,4,75
2021-03-24,2021,3,24,Wine T,2005,Rose,France,406.13,4,90
2021-12-14,2021,12,14,Wine W,1994,Sweet,Chile,60.79,4,94
2021-05-18,2021,5,18,Wine Z,2000,Orange,Chile,142.81,6,93
2021-01-26,2021,1,26,Wine U,1987,Rose,Portugal,101.67,15,95
2021-01-28,2021,1,28,Wine M,1996,White,Brazil,178.19,7,88
2021-09-03,2021,9,3,Wine T,2019,Rose,Argentina,65.52,13,95
2021-04-23,2021,4,23,Wine T,2011,Rose,Brazil,204.41,2,91
2021-08-17,2021,8,17,Wine W,1987,Sweet,Uruguay,185.85,12,94
2021-07-15,2021,7,15,Wine V,1994,Sweet,Uruguay,104.84,12,78
2021-04-27,2021,4,27,Wine T,2016,Rose,USA,230.19,6,79
2021-11-27,2021,11,27,Wine K,2010,White,Uruguay,311.7,5,96
2021-11-26,2021,11,26,Wine S,2012,Rose,USA,84.32,11,90
2021-02-17,2021,2,17,Wine Y,1989,Orange,Germany,85.94,6,83
2021-07-07,2021,7,7,Wine Y,2005,Orange,Brazil,181.11,12,84
2021-04-20,2021,4,20,Wine L,1992,White,Portugal,82.46,10,93
2021-10-14,2021,10,14,Wine Z,2002,Orange,Germany,76.99,9,95
2021-11-09,2021,11,9,Wine U,2017,Rose,Argentina,240.11,8,75
2021-04-14,2021,4,14,Wine X,2019,Sweet,Chile,495.69,5,91
2021-03-02,2021,3,2,Wine P,1984,Sparkling,Portugal,250.0,13,88
2021-01-28,2021,1,28,Wine B,1992,Red,Italy,171.67,2,94
2021-06-30,2021,6,30,Wine Q,2000,Sparkling,Italy,71.28,14,90
2021-12-21,2021,12,21,Wine T,1996,Rose,Argentina,382.7,11,85
2021-08-23,2021,8,23,Wine D,2000,Red,Germany,112.51,7,77
2021-02-13,2021,2,13,Wine D,1996,Red,Italy,93.93,15,91
2021-10-14,2021,10,14,Wine D,2021,Red,Uruguay,204.44,6,92
2021-12-11,2021,12,11,Wine R,2016,Sparkling,Italy,131.92,9,87
2021-02-17,2021,2,17,Wine I,2000,Red,USA,150.18,2,86
2021-02-25,2021,2,25,Wine K,2010,White,Chile,331.72,1,83
2021-02-11,2021,2,11,Wine H,1982,Red,Chile,455.07,3,79
2021-05-22,2021,5,22,Wine L,2007,White,Brazil,363.76,10,87
2021-06-08,2021,6,8,Wine H,2008,Red,France,79.22,15,87
2021-08-11,2021,8,11,Wine X,2020,Sweet,Brazil,371.38,4,95
2021-03-21,2021,3,21,Wine X,1992,Sweet,France,322.24,5,94
2021-07-17,2021,7,17,Wine M,2001,White,Germany,157.69,12,78
2021-01-26,2021,1,26,Wine Q,2009,Sparkling,Germany,93.52,11,75
2021-02-07,2021,2,7,Wine J,2021,Red,Uruguay,99.62,3,80
2021-01-20,2021,1,20,Wine Z,1991,Orange,USA,114.75,1,87
2021-07-05,2021,7,5,Wine Z,2018,Orange,Italy,468.18,4,96
2021-12-12,2021,12,12,Wine Y,2014,Orange,France,489.5,12,95
2021-03-31,2021,3,31,Wine R,2020,Sparkling,USA,252.86,15,87
2021-12-09,2021,12,9,Wine K,1988,White,Spain,194.81,9,76
2021-03-09,2021,3,9,Wine L,1995,White,Spain,603.45,2,88
2021-07-17,2021,7,17,Wine O,2018,White,Portugal,92.82,1,99
2021-04-22,2021,4,22,Wine M,2012,White,Germany,176.48,12,81
2021-08-13,2021,8,13,Wine U,1992,Rose,USA,79.93,4,78
2021-01-10,2021,1,10,Wine P,2000,Sparkling,Argentina,464.61,8,88
2021-09-21,2021,9,21,Wine H,2017,Red,Portugal,571.01,5,87
2021-06-02,2021,6,2,Wine R,2018,Sparkling,Uruguay,529.88,11,99
2021-04-22,2021,4,22,Wine A,2005,Red,Portugal,522.91,12,85
2021-05-05,2021,5,5,Wine P,1990,Sparkling,Portugal,350.17,6,83
2021-12-19,2021,12,19,Wine P,2002,Sparkling,Uruguay,70.28,15,77
2021-05-07,2021,5,7,Wine R,1987,Sparkling,Brazil,180.65,1,84
2021-03-17,2021,3,17,Wine X,1998,Sweet,Chile,70.54,6,90
2021-02-11,2021,2,11,Wine T,1992,Rose,Spain,220.28,1,85
2021-12-23,2021,12,23,Wine K,1988,White,Spain,192.62,5,100
2021-08-31,2021,8,31,Wine X,2002,Sweet,Chile,155.5,7,82
2021-10-28,2021,10,28,Wine V,1984,Sweet,Portugal,280.52,6,84
2021-01-26,2021,1,26,Wine W,1998,Sweet,Italy,235.24,10,77
2021-02-12,2021,2,12,Wine K,2000,White,France,190.12,8,77
2021-12-24,2021,12,24,Wine P,2020,Sparkling,Uruguay,202.12,15,82
2021-03-26,2021,3,26,Wine N,2006,White,Uruguay,51.78,7,94
2021-12-07,2021,12,7,Wine P,2020,Sparkling,Spain,120.37,4,91
2021-02-24,2021,2,24,Wine Z,2018,Orange,Portugal,90.63,15,94
2021-06-26,2021,6,26,Wine S,1992,Rose,Uruguay,244.25,9,90
2021-06-01,2021,6,1,Wine I,2004,Red,Uruguay,472.15,9,93
2021-09-26,2021,9,26,Wine Z,2006,Orange,Brazil,85.79,5,81
2021-08-21,2021,8,21,Wine S,1992,Rose,France,56.87,14,99
2021-06-16,2021,6,16,Wine G,2005,Red,USA,205.84,2,81
2021-12-17,2021,12,17,Wine R,1996,Sparkling,Spain,64.76,10,77
2021-12-23,2021,12,23,Wine X,2006,Sweet,Italy,217.32,15,100
2021-04-16,2021,4,16,Wine R,2008,Sparkling,Spain,485.87,13,81
2021-10-07,2021,10,7,Wine L,1992,White,Argentina,102.61,15,92
2021-06-01,2021,6,1,Wine D,2013,Red,Spain,301.28,7,98
2021-01-03,2021,1,3,Wine P,2014,Sparkling,Brazil,164.29,8,85
2021-03-09,2021,3,9,Wine W,2006,Sweet,Argentina,122.8,15,89
2021-05-10,2021,5,10,Wine K,2001,White,Spain,122.81,15,90
2021-03-20,2021,3,20,Wine V,1991,Sweet,France,343.33,6,93
2021-07-30,2021,7,30,Wine N,2019,White,Spain,332.83,6,95
2021-06-03,2021,6,3,Wine M,2010,White,Italy,287.08,3,95
2021-01-31,2021,1,31,Wine K,2020,White,Chile,141.12,15,78
2021-06-21,2021,6,21,Wine Z,2006,Orange,Argentina,79.03,5,84
2021-02-17,2021,2,17,Wine T,1986,Rose,Argentina,115.04,10,76
2021-08-30,2021,8,30,Wine P,1983,Sparkling,USA,202.59,6,75
2021-09-09,2021,9,9,Wine X,1997,Sweet,Spain,178.99,10,78
2021-11-28,2021,11,28,Wine J,1984,Red,Argentina,202.08,12,85
2021-04-04,2021,4,4,Wine Q,2014,Sparkling,Uruguay,290.89,8,98
2021-11-16,2021,11,16,Wine J,1998,Red,Germany,485.59,10,95
2021-01-16,2021,1,16,Wine W,1992,Sweet,Argentina,232.61,1,98
2021-04-24,2021,4,24,Wine W,2007,Sweet,Brazil,205.53,7,88
2021-08-13,2021,8,13,Wine R,2019,Sparkling,Brazil,371.48,1,96
2021-01-09,2021,1,9,Wine Z,1994,Orange,Uruguay,404.53,15,89
2021-03-26,2021,3,26,Wine L,1989,White,Brazil,55.42,4,88
2021-10-16,2021,10,16,Wine Z,2008,Orange,Germany,282.13,7,78
2021-05-31,2021,5,31,Wine L,1988,White,Spain,201.86,5,91
2021-02-22,2021,2,22,Wine P,2021,Sparkling,Italy,90.07,15,83
2021-09-17,2021,9,17,Wine E,2021,Red,Italy,514.01,6,95
2021-11-24,2021,11,24,Wine V,1983,Sweet,Italy,61.8,13,93
2021-07-26,2021,7,26,Wine Z,2008,Orange,Uruguay,280.19,4,84
2021-01-15,2021,1,15,Wine Q,2017,Sparkling,Argentina,136.02,7,80
2021-12-06,2021,12,6,Wine N,2016,White,Chile,154.32,2,78
2021-08-02,2021,8,2,Wine P,2001,Sparkling,Brazil,158.54,4,97
2021-06-27,2021,6,27,Wine S,1989,Rose,Spain,190.81,7,99
2021-06-20,2021,6,20,Wine R,1998,Sparkling,Chile,194.41,11,97
2021-04-19,2021,4,19,Wine R,2019,Sparkling,France,196.36,3,85
2021-05-16,2021,5,16,Wine X,2003,Sweet,Germany,62.59,4,84
2021-06-30,2021,6,30,Wine R,1987,Sparkling,Italy,329.97,5,97
2021-10-26,2021,10,26,Wine N,1983,White,USA,343.84,5,82
2021-05-01,2021,5,1,Wine I,2017,Red,Brazil,109.69,13,93
2021-11-04,2021,11,4,Wine U,1988,Rose,Chile,191.56,7,75
2021-09-14,2021,9,14,Wine P,1982,Sparkling,Portugal,477.36,3,100
2021-09-09,2021,9,9,Wine C,2018,Red,Portugal,145.04,8,85
2021-01-28,2021,1,28,Wine Z,1988,Orange,Portugal,391.48,9,98
2021-05-24,2021,5,24,Wine G,1989,Red,Brazil,360.57,2,100
2021-12-15,2021,12,15,Wine U,1984,Rose,Argentina,91.21,13,76
2021-03-16,2021,3,16,Wine Q,2021,Sparkling,Spain,61.77,11,100
2021-05-06,2021,5,6,Wine S,1984,Rose,Spain,382.5,6,85
2021-05-04,2021,5,4,Wine O,2019,White,France,138.82,5,91
2021-08-31,2021,8,31,Wine X,2019,Sweet,Germany,55.98,8,81
2021-08-11,2021,8,11,Wine Q,1999,Sparkling,Spain,76.62,15,96
2021-05-03,2021,5,3,Wine Y,2011,Orange,Portugal,458.79,2,79
2021-02-09,2021,2,9,Wine Y,1986,Orange,Argentina,224.93,9,83
2021-01-28,2021,1,28,Wine Z,2017,Orange,Uruguay,279.72,9,82
2021-11-05,2021,11,5,Wine G,2001,Red,Portugal,178.17,8,76
2021-06-15,2021,6,15,Wine N,2010,White,Spain,204.82,11,88
2021-09-14,2021,9,14,Wine V,2018,Sweet,Portugal,54.06,10,94
2021-12-30,2021,12,30,Wine W,2019,Sweet,Spain,227.15,4,99
2021-10-08,2021,10,8,Wine P,1995,Sparkling,Argentina,129.7,2,100
2021-06-26,2021,6,26,Wine P,2015,Sparkling,Italy,404.74,10,78
2021-06-19,2021,6,19,Wine U,1984,Rose,Brazil,158.48,5,83
2021-01-14,2021,1,14,Wine X,2020,Sweet,Italy,151.55,15,90
2021-03-22,2021,3,22,Wine L,1988,White,Uruguay,52.42,3,76
2021-12-01,2021,12,1,Wine S,1997,Rose,Brazil,519.6,15,82
2021-07-22,2021,7,22,Wine Z,2002,Orange,Spain,195.16,4,75
2021-08-02,2021,8,2,Wine S,2003,Rose,Italy,161.25,4,91
2021-07-26,2021,7,26,Wine U,2013,Rose,France,218.48,4,97
2021-07-04,2021,7,4,Wine K,2002,White,Chile,118.93,15,95
2021-10-08,2021,10,8,Wine T,2011,Rose,Italy,218.47,14,81
2021-11-16,2021,11,16,Wine M,2016,White,USA,136.73,7,76
2021-07-22,2021,7,22,Wine V,1991,Sweet,France,147.11,4,87
2021-11-04,2021,11,4,Wine X,1988,Sweet,France,396.09,3,88
2021-12-25,2021,12,25,Wine T,2010,Rose,Portugal,362.61,4,98
2021-11-10,2021,11,10,Wine O,2015,White,USA,362.0,9,84
2021-10-14,2021,10,14,Wine T,2018,Rose,Brazil,145.84,3,93
2021-08-11,2021,8,11,Wine L,2013,White,Uruguay,78.2,9,85
2021-09-23,2021,9,23,Wine S,2002,Rose,Uruguay,245.18,15,79
2021-11-25,2021,11,25,Wine Y,2007,Orange,Brazil,251.78,5,94
2021-05-16,2021,5,16,Wine U,1996,Rose,USA,124.85,12,91
2021-09-12,2021,9,12,Wine Q,1997,Sparkling,USA,406.67,3,80
2021-03-19,2021,3,19,Wine P,1996,Sparkling,Spain,106.08,15,92
2021-11-13,2021,11,13,Wine O,2007,White,Italy,174.44,15,89
2021-04-13,2021,4,13,Wine O,1982,White,Uruguay,158.89,1,82
2021-03-29,2021,3,29,Wine A,2005,Red,Uruguay,95.33,5,81
2021-04-19,2021,4,19,Wine Y,2005,Orange,Chile,51.88,8,90
2021-07-18,2021,7,18,Wine V,2013,Sweet,Portugal,105.04,9,93
2021-10-25,2021,10,25,Wine Q,1992,Sparkling,Spain,227.36,9,94
2021-08-11,2021,8,11,Wine Y,2000,Orange,Uruguay,254.73,3,80
2021-02-07,2021,2,7,Wine J,2009,Red,Uruguay,271.52,8,93
2021-03-13,2021,3,13,Wine S,2019,Rose,Brazil,142.68,5,80
2021-05-08,2021,5,8,Wine V,2014,Sweet,Uruguay,104.82,2,93
2021-01-26,2021,1,26,Wine Y,1993,Orange,Spain,128.0,12,84
2021-04-06,2021,4,6,Wine Y,1984,Orange,Germany,104.96,5,81
2021-12-04,2021,12,4,Wine Y,1991,Orange,Chile,334.74,13,78
2021-01-31,2021,1,31,Wine K,2013,White,Germany,173.54,7,78
2021-09-01,2021,9,1,Wine M,2007,White,Brazil,461.75,8,81
2021-01-19,2021,1,19,Wine M,2001,White,Uruguay,449.53,11,79
2021-10-18,2021,10,18,Wine T,1983,Rose,Italy,66.92,4,76
2021-04-27,2021,4,27,Wine O,2008,White,USA,64.43,2,80
2021-05-28,2021,5,28,Wine V,2013,Sweet,Portugal,254.98,4,91
2021-03-01,2021,3,1,Wine R,2002,Sparkling,Portugal,119.6,2,82
2021-11-14,2021,11,14,Wine P,1993,Sparkling,Italy,366.86,10,96
2021-06-23,2021,6,23,Wine S,2013,Rose,Argentina,502.09,7,87
2021-09-06,2021,9,6,Wine T,1994,Rose,Chile,175.27,9,93
2021-05-19,2021,5,19,Wine V,1983,Sweet,Spain,426.97,10,85
2021-02-09,2021,2,9,Wine L,1991,White,Argentina,161.5,10,87
2021-08-29,2021,8,29,Wine Q,1990,Sparkling,Portugal,403.92,13,80
2021-08-29,2021,8,29,Wine Z,2018,Orange,Spain,321.12,14,80
2021-03-16,2021,3,16,Wine W,2006,Sweet,Italy,251.63,8,83
2021-01-16,2021,1,16,Wine Q,1999,Sparkling,Brazil,62.29,2,89
2021-11-24,2021,11,24,Wine Q,2007,Sparkling,Spain,111.24,4,79
2021-03-26,2021,3,26,Wine W,1992,Sweet,Uruguay,264.86,13,100
2021-11-21,2021,11,21,Wine X,2000,Sweet,Uruguay,110.54,3,94
2021-07-25,2021,7,25,Wine F,1996,Red,Brazil,85.91,11,97
2021-11-14,2021,11,14,Wine Y,2017,Orange,France,151.27,12,100
2021-04-09,2021,4,9,Wine Q,2019,Sparkling,Portugal,143.88,12,80
2021-01-21,2021,1,21,Wine S,2010,Rose,Germany,129.81,4,79
2021-06-18,2021,6,18,Wine K,2004,White,Spain,225.04,12,96
2021-11-12,2021,11,12,Wine Y,2008,Orange,USA,89.57,9,97
2021-01-29,2021,1,29,Wine L,2017,White,Portugal,237.53,8,86
2021-09-18,2021,9,18,Wine P,1998,Sparkling,Spain,462.16,10,85
2021-02-01,2021,2,1,Wine T,1988,Rose,Germany,144.13,9,82
2021-05-16,2021,5,16,Wine K,1996,White,Germany,221.28,6,95
2021-09-07,2021,9,7,Wine O,2000,White,Argentina,363.63,4,78
2021-08-05,2021,8,5,Wine Z,2019,Orange,Spain,84.62,13,92
2021-03-27,2021,3,27,Wine A,1983,Red,Uruguay,243.53,10,79
2021-04-12,2021,4,12,Wine H,2020,Red,France,106.33,8,99
2021-12-31,2021,12,31,Wine Z,2009,Orange,Brazil,407.47,8,94
2021-08-20,2021,8,20,Wine R,1988,Sparkling,Argentina,55.63,4,95
2021-08-13,2021,8,13,Wine S,2004,Rose,Portugal,225.61,9,84
2021-08-02,2021,8,2,Wine Z,2005,Orange,USA,361.09,11,78
2021-08-28,2021,8,28,Wine Z,1998,Orange,Portugal,213.09,14,79
2021-04-26,2021,4,26,Wine S,2004,Rose,Spain,485.62,15,87
2021-12-09,2021,12,9,Wine O,2010,White,Argentina,109.95,8,94
2021-03-07,2021,3,7,Wine W,2015,Sweet,Uruguay,56.39,4,89
2021-04-23,2021,4,23,Wine R,2011,Sparkling,Portugal,121.5,15,90
2021-07-24,2021,7,24,Wine L,2017,White,Italy,63.17,9,84
2021-12-25,2021,12,25,Wine U,1991,Rose,Portugal,163.51,12,77
2021-01-02,2021,1,2,Wine R,2014,Sparkling,Brazil,134.39,7,97
2021-03-14,2021,3,14,Wine Y,1996,Orange,Italy,170.24,13,92
2021-01-17,2021,1,17,Wine Y,1990,Orange,Germany,399.43,2,89
2021-12-05,2021,12,5,Wine K,1999,White,Spain,412.79,1,90
2021-09-11,2021,9,11,Wine T,2003,Rose,France,229.81,3,94
2021-11-19,2021,11,19,Wine W,2003,Sweet,Spain,126.17,8,90
2021-11-02,2021,11,2,Wine S,2008,Rose,Spain,202.79,1,99
2021-10-16,2021,10,16,Wine N,1987,White,France,86.09,7,83
2021-07-19,2021,7,19,Wine U,2008,Rose,Uruguay,149.29,8,95
2021-03-16,2021,3,16,Wine X,1986,Sweet,Germany,57.0,15,75
2021-07-31,2021,7,31,Wine V,1996,Sweet,Uruguay,177.3,13,84
2021-02-16,2021,2,16,Wine T,2021,Rose,Italy,166.1,13,85
2021-04-30,2021,4,30,Wine V,1996,Sweet,Brazil,478.19,14,93
2021-04-16,2021,4,16,Wine K,2001,White,Germany,51.31,9,93
